"","Hugo_Symbol","Entrez_Gene_Id"
"10578","GNLY",10578
"27232","GNMT",27232
"8443","GNPAT",8443
"10007","GNPDA1",10007
"132789","GNPDA2",132789
"64841","GNPNAT1",64841
"79158","GNPTAB",79158
"84572","GNPTG",84572
"2796","GNRH1",2796
"2797","GNRH2",2797
"114814","GNRHR2",114814
"2798","GNRHR",2798
"2799","GNS",2799
"2800","GOLGA1",2800
"55592","GOLGA2B",55592
"401634","GOLGA2P3",401634
"2801","GOLGA2",2801
"2802","GOLGA3",2802
"2803","GOLGA4",2803
"9950","GOLGA5",9950
"342096","GOLGA6A",342096
"55889","GOLGA6B",55889
"653641","GOLGA6C",653641
"653643","GOLGA6D",653643
"647042","GOLGA6L10",647042
"283767","GOLGA6L1",283767
"374650","GOLGA6L5",374650
"727832","GOLGA6L6",727832
"440295","GOLGA6L9",440295
"401647","GOLGA7B",401647
"51125","GOLGA7",51125
"23015","GOLGA8A",23015
"440270","GOLGA8B",440270
"729786","GOLGA8C",729786
"100132979","GOLGA8DP",100132979
"390535","GOLGA8E",390535
"100132565","GOLGA8F",100132565
"283768","GOLGA8G",283768
"283796","GOLGA9P",283796
"2804","GOLGB1",2804
"27333","GOLIM4",27333
"51280","GOLM1",51280
"55204","GOLPH3L",55204
"64083","GOLPH3",64083
"127845","GOLT1A",127845
"51026","GOLT1B",51026
"54856","GON4L",54856
"57120","GOPC",57120
"92344","GORAB",92344
"64689","GORASP1",64689
"26003","GORASP2",26003
"9527","GOSR1",9527
"9570","GOSR2",9570
"137362","GOT1L1",137362
"2805","GOT1",2805
"2806","GOT2",2806
"2811","GP1BA",2811
"2813","GP2",2813
"2814","GP5",2814
"51206","GP6",51206
"2815","GP9",2815
"10223","GPA33",10223
"8733","GPAA1",8733
"57678","GPAM",57678
"150763","GPAT2",150763
"55094","GPATCH1",55094
"55105","GPATCH2",55105
"63906","GPATCH3",63906
"54865","GPATCH4",54865
"23131","GPATCH8",23131
"151306","GPBAR1",151306
"60313","GPBP1L1",60313
"65056","GPBP1",65056
"2817","GPC1",2817
"221914","GPC2",221914
"2719","GPC3",2719
"2239","GPC4",2239
"2262","GPC5",2262
"10082","GPC6",10082
"56261","GPCPD1",56261
"23171","GPD1L",23171
"2819","GPD1",2819
"2820","GPD2",2820
"2852","GPER",2852
"170589","GPHA2",170589
"122876","GPHB5",122876
"10243","GPHN",10243
"338328","GPIHBP1",338328
"2821","GPI",2821
"27238","GPKOW",27238
"2822","GPLD1",2822
"2823","GPM6A",2823
"2824","GPM6B",2824
"11321","GPN1",11321
"54707","GPN2",54707
"51184","GPN3",51184
"10457","GPNMB",10457
"83550","GPR101",83550
"57720","GPR107",57720
"56927","GPR108",56927
"338442","GPR109A",338442
"8843","GPR109B",8843
"266977","GPR110",266977
"222611","GPR111",222611
"139378","GPR112",139378
"165082","GPR113",165082
"221188","GPR114",221188
"221393","GPR115",221393
"221395","GPR116",221395
"139760","GPR119",139760
"338557","GPR120",338557
"84435","GPR123",84435
"25960","GPR124",25960
"166647","GPR125",166647
"57211","GPR126",57211
"84873","GPR128",84873
"2835","GPR12",2835
"29933","GPR132",29933
"283383","GPR133",283383
"64582","GPR135",64582
"7107","GPR137B",7107
"283554","GPR137C",283554
"56834","GPR137",56834
"124274","GPR139",124274
"353345","GPR141",353345
"350383","GPR142",350383
"4935","GPR143",4935
"347088","GPR144",347088
"115330","GPR146",115330
"344561","GPR148",344561
"344758","GPR149",344758
"285601","GPR150",285601
"134391","GPR151",134391
"390212","GPR152",390212
"387509","GPR153",387509
"151556","GPR155",151556
"165829","GPR156",165829
"80045","GPR157",80045
"57512","GPR158",57512
"2838","GPR15",2838
"26996","GPR160",26996
"23432","GPR161",23432
"27239","GPR162",27239
"29909","GPR171",29909
"79581","GPR172A",79581
"55065","GPR172B",55065
"54328","GPR173",54328
"84636","GPR174",84636
"11245","GPR176",11245
"440435","GPR179",440435
"2840","GPR17",2840
"160897","GPR180",160897
"11318","GPR182",11318
"1880","GPR183",1880
"2841","GPR18",2841
"2842","GPR19",2842
"2825","GPR1",2825
"2843","GPR20",2843
"2844","GPR21",2844
"2845","GPR22",2845
"2848","GPR25",2848
"2849","GPR26",2849
"2850","GPR27",2850
"2853","GPR31",2853
"2854","GPR32",2854
"2857","GPR34",2857
"2859","GPR35",2859
"9283","GPR37L1",9283
"2861","GPR37",2861
"2863","GPR39",2863
"2827","GPR3",2827
"11251","GPR44",11251
"11250","GPR45",11250
"2828","GPR4",2828
"9248","GPR50",9248
"9293","GPR52",9293
"9290","GPR55",9290
"9289","GPR56",9289
"83873","GPR61",83873
"118442","GPR62",118442
"81491","GPR63",81491
"10149","GPR64",10149
"8477","GPR65",8477
"8111","GPR68",8111
"2830","GPR6",2830
"10936","GPR75",10936
"27202","GPR77",27202
"27201","GPR78",27201
"27198","GPR81",27198
"27197","GPR82",27197
"10888","GPR83",10888
"53831","GPR84",53831
"54329","GPR85",54329
"53836","GPR87",53836
"54112","GPR88",54112
"653519","GPR89A",653519
"51463","GPR89B",51463
"728932","GPR89C",728932
"222487","GPR97",222487
"84059","GPR98",84059
"9737","GPRASP1",9737
"114928","GPRASP2",114928
"9052","GPRC5A",9052
"51704","GPRC5B",51704
"55890","GPRC5C",55890
"55507","GPRC5D",55507
"222545","GPRC6A",222545
"114787","GPRIN1",114787
"9721","GPRIN2",9721
"285513","GPRIN3",285513
"2873","GPS1",2873
"2874","GPS2",2874
"26086","GPSM1",26086
"29899","GPSM2",29899
"63940","GPSM3",63940
"84706","GPT2",84706
"2875","GPT",2875
"2876","GPX1",2876
"2877","GPX2",2877
"2878","GPX3",2878
"2879","GPX4",2879
"2880","GPX5",2880
"257202","GPX6",257202
"2882","GPX7",2882
"493869","GPX8",493869
"57655","GRAMD1A",57655
"57476","GRAMD1B",57476
"54762","GRAMD1C",54762
"196996","GRAMD2",196996
"65983","GRAMD3",65983
"23151","GRAMD4",23151
"9402","GRAP2",9402
"400581","GRAPL",400581
"10750","GRAP",10750
"160622","GRASP",160622
"2887","GRB10",2887
"2888","GRB14",2888
"2885","GRB2",2885
"2886","GRB7",2886
"80000","GREB1L",80000
"9687","GREB1",9687
"26585","GREM1",26585
"64388","GREM2",64388
"29841","GRHL1",29841
"79977","GRHL2",79977
"57822","GRHL3",57822
"9380","GRHPR",9380
"2890","GRIA1",2890
"2891","GRIA2",2891
"2892","GRIA3",2892
"2893","GRIA4",2893
"2894","GRID1",2894
"392862","GRID2IP",392862
"2895","GRID2",2895
"2897","GRIK1",2897
"2898","GRIK2",2898
"2899","GRIK3",2899
"2900","GRIK4",2900
"2901","GRIK5",2901
"2902","GRIN1",2902
"2903","GRIN2A",2903
"2904","GRIN2B",2904
"2905","GRIN2C",2905
"2906","GRIN2D",2906
"116443","GRIN3A",116443
"116444","GRIN3B",116444
"2907","GRINA",2907
"81488","GRINL1A",81488
"23426","GRIP1",23426
"80852","GRIP2",80852
"56850","GRIPAP1",56850
"6011","GRK1",6011
"2868","GRK4",2868
"2869","GRK5",2869
"2870","GRK6",2870
"131890","GRK7",131890
"2909","GRLF1",2909
"2911","GRM1",2911
"2912","GRM2",2912
"2913","GRM3",2913
"2914","GRM4",2914
"2915","GRM5",2915
"2916","GRM6",2916
"2917","GRM7",2917
"2918","GRM8",2918
"2896","GRN",2896
"80273","GRPEL1",80273
"134266","GRPEL2",134266
"2925","GRPR",2925
"2922","GRP",2922
"79927","GRRP1",79927
"2926","GRSF1",2926
"79774","GRTP1",79774
"83743","GRWD1",83743
"389207","GRXCR1",389207
"643226","GRXCR2",643226
"2928","GSC2",2928
"145258","GSC",145258
"284110","GSDMA",284110
"55876","GSDMB",55876
"56169","GSDMC",56169
"79792","GSDMD",79792
"146395","GSG1L",146395
"83445","GSG1",83445
"83903","GSG2",83903
"2931","GSK3A",2931
"2932","GSK3B",2932
"2934","GSN",2934
"2935","GSPT1",2935
"23708","GSPT2",23708
"2936","GSR",2936
"2937","GSS",2937
"2938","GSTA1",2938
"2939","GSTA2",2939
"2940","GSTA3",2940
"2941","GSTA4",2941
"221357","GSTA5",221357
"79807","GSTCD",79807
"373156","GSTK1",373156
"2944","GSTM1",2944
"442245","GSTM2P1",442245
"2946","GSTM2",2946
"2947","GSTM3",2947
"2948","GSTM4",2948
"2949","GSTM5",2949
"9446","GSTO1",9446
"119391","GSTO2",119391
"2950","GSTP1",2950
"2952","GSTT1",2952
"2953","GSTT2",2953
"25774","GSTTP1",25774
"653399","GSTTP2",653399
"2954","GSTZ1",2954
"219409","GSX1",219409
"170825","GSX2",170825
"79712","GTDC1",79712
"11036","GTF2A1L",11036
"2957","GTF2A1",2957
"2958","GTF2A2",2958
"2959","GTF2B",2959
"2960","GTF2E1",2960
"2961","GTF2E2",2961
"2962","GTF2F1",2962
"2963","GTF2F2",2963
"2965","GTF2H1",2965
"653238","GTF2H2B",653238
"728340","GTF2H2C",728340
"2966","GTF2H2",2966
"2967","GTF2H3",2967
"2968","GTF2H4",2968
"404672","GTF2H5",404672
"2970","GTF2IP1",2970
"9569","GTF2IRD1",9569
"389524","GTF2IRD2B",389524
"401375","GTF2IRD2P1",401375
"84163","GTF2IRD2",84163
"2969","GTF2I",2969
"2971","GTF3A",2971
"2975","GTF3C1",2975
"2976","GTF3C2",2976
"9330","GTF3C3",9330
"9329","GTF3C4",9329
"9328","GTF3C5",9328
"112495","GTF3C6",112495
"85865","GTPBP10",85865
"9567","GTPBP1",9567
"54676","GTPBP2",54676
"84705","GTPBP3",84705
"23560","GTPBP4",23560
"26164","GTPBP5",26164
"29083","GTPBP8",29083
"51512","GTSE1",51512
"149699","GTSF1L",149699
"121355","GTSF1",121355
"2978","GUCA1A",2978
"2979","GUCA1B",2979
"9626","GUCA1C",9626
"2980","GUCA2A",2980
"2981","GUCA2B",2981
"2977","GUCY1A2",2977
"2982","GUCY1A3",2982
"2974","GUCY1B2",2974
"2983","GUCY1B3",2983
"2984","GUCY2C",2984
"3000","GUCY2D",3000
"390226","GUCY2E",390226
"2986","GUCY2F",2986
"390003","GUCY2GP",390003
"60558","GUF1",60558
"2987","GUK1",2987
"51454","GULP1",51454
"387036","GUSBL1",387036
"375513","GUSBL2",375513
"728411","GUSBP1",728411
"653188","GUSBP3",653188
"2990","GUSB",2990
"387751","GVIN1",387751
"283464","GXYLT1",283464
"727936","GXYLT2",727936
"2992","GYG1",2992
"8908","GYG2",8908
"120071","GYLTL1B",120071
"2993","GYPA",2993
"2994","GYPB",2994
"2995","GYPC",2995
"2996","GYPE",2996
"2997","GYS1",2997
"2998","GYS2",2998
"64412","GZF1",64412
"3001","GZMA",3001
"3002","GZMB",3002
"2999","GZMH",2999
"3003","GZMK",3003
"3004","GZMM",3004
"283120","H19",283120
"3005","H1F0",3005
"341567","H1FNT",341567
"132243","H1FOO",132243
"8971","H1FX",8971
"474382","H2AFB1",474382
"55766","H2AFJ",55766
"94239","H2AFV",94239
"3014","H2AFX",3014
"55506","H2AFY2",55506
"9555","H2AFY",9555
"3015","H2AFZ",3015
"286436","H2BFM",286436
"158983","H2BFWT",158983
"767811","H2BFXP",767811
"3020","H3F3A",3020
"3021","H3F3B",3021
"440093","H3F3C",440093
"9563","H6PD",9563
"23498","HAAO",23498
"3026","HABP2",3026
"22927","HABP4",22927
"57531","HACE1",57531
"26061","HACL1",26061
"3030","HADHA",3030
"3032","HADHB",3032
"3033","HADH",3033
"84264","HAGHL",84264
"3029","HAGH",3029
"3034","HAL",3034
"57817","HAMP",57817
"9421","HAND1",9421
"9464","HAND2",9464
"54363","HAO1",54363
"51179","HAO2",51179
"9001","HAP1",9001
"1404","HAPLN1",1404
"60484","HAPLN2",60484
"145864","HAPLN3",145864
"404037","HAPLN4",404037
"768096","HAR1A",768096
"768097","HAR1B",768097
"283254","HARBI1",283254
"23438","HARS2",23438
"3035","HARS",3035
"3036","HAS1",3036
"594842","HAS2AS",594842
"3037","HAS2",3037
"3038","HAS3",3038
"8520","HAT1",8520
"115106","HAUS1",115106
"55142","HAUS2",55142
"79441","HAUS3",79441
"54930","HAUS4",54930
"23354","HAUS5",23354
"54801","HAUS6",54801
"55559","HAUS7",55559
"93323","HAUS8",93323
"26762","HAVCR1",26762
"84868","HAVCR2",84868
"10456","HAX1",10456
"3039","HBA1",3039
"3040","HBA2",3040
"3044","HBBP1",3044
"3043","HBB",3043
"3045","HBD",3045
"3046","HBE1",3046
"1839","HBEGF",1839
"3047","HBG1",3047
"3048","HBG2",3048
"100036563","HBII-52-24",100036563
"100036564","HBII-52-27",100036564
"100036565","HBII-52-28",100036565
"100036566","HBII-52-45",100036566
"100036567","HBII-52-46",100036567
"3042","HBM",3042
"26959","HBP1",26959
"3049","HBQ1",3049
"10767","HBS1L",10767
"10542","HBXIP",10542
"3050","HBZ",3050
"3052","HCCS",3052
"54985","HCFC1R1",54985
"3054","HCFC1",3054
"29915","HCFC2",29915
"493812","HCG11",493812
"414777","HCG18",414777
"285834","HCG22",285834
"352961","HCG26",352961
"253018","HCG27",253018
"80867","HCG2P7",80867
"80868","HCG4P6",80868
"54435","HCG4",54435
"10255","HCG9",10255
"3055","HCK",3055
"3059","HCLS1",3059
"348980","HCN1",348980
"610","HCN2",610
"57657","HCN3",57657
"10021","HCN4",10021
"10866","HCP5",10866
"3061","HCRTR1",3061
"3062","HCRTR2",3062
"3060","HCRT",3060
"10870","HCST",10870
"83933","HDAC10",83933
"79885","HDAC11",79885
"3065","HDAC1",3065
"3066","HDAC2",3066
"8841","HDAC3",8841
"9759","HDAC4",9759
"10014","HDAC5",10014
"10013","HDAC6",10013
"51564","HDAC7",51564
"55869","HDAC8",55869
"9734","HDAC9",9734
"3067","HDC",3067
"51020","HDDC2",51020
"374659","HDDC3",374659
"154150","HDGFL1",154150
"84717","HDGFRP2",84717
"50810","HDGFRP3",50810
"3068","HDGF",3068
"8226","HDHD1A",8226
"84064","HDHD2",84064
"81932","HDHD3",81932
"3069","HDLBP",3069
"139324","HDX",139324
"55127","HEATR1",55127
"54919","HEATR2",54919
"55027","HEATR3",55027
"399671","HEATR4",399671
"25938","HEATR5A",25938
"54497","HEATR5B",54497
"63897","HEATR6",63897
"727957","HEATR7A",727957
"133558","HEATR7B2",133558
"50865","HEBP1",50865
"23593","HEBP2",23593
"51696","HECA",51696
"25831","HECTD1",25831
"143279","HECTD2",143279
"79654","HECTD3",79654
"23072","HECW1",23072
"57520","HECW2",57520
"57493","HEG1",57493
"92797","HELB",92797
"3070","HELLS",3070
"113510","HELQ",113510
"391723","HELT",391723
"9931","HELZ",9931
"55363","HEMGN",55363
"51409","HEMK1",51409
"253012","HEPACAM2",253012
"220296","HEPACAM",220296
"341208","HEPHL1",341208
"9843","HEPH",9843
"641654","HEPN1",641654
"8925","HERC1",8925
"400322","HERC2P2",400322
"440362","HERC2P4",440362
"8924","HERC2",8924
"8916","HERC3",8916
"26091","HERC4",26091
"51191","HERC5",51191
"55008","HERC6",55008
"9709","HERPUD1",9709
"64224","HERPUD2",64224
"3280","HES1",3280
"54626","HES2",54626
"390992","HES3",390992
"57801","HES4",57801
"388585","HES5",388585
"55502","HES6",55502
"84667","HES7",84667
"790952","HESRG",790952
"8820","HESX1",8820
"3073","HEXA",3073
"3074","HEXB",3074
"284004","HEXDC",284004
"10614","HEXIM1",10614
"124790","HEXIM2",124790
"23462","HEY1",23462
"23493","HEY2",23493
"26508","HEYL",26508
"148738","HFE2",148738
"3077","HFE",3077
"164045","HFM1",164045
"100128124","HGC6.3",100128124
"3081","HGD",3081
"3083","HGFAC",3083
"3082","HGF",3082
"138050","HGSNAT",138050
"9146","HGS",9146
"57467","HHATL",57467
"55733","HHAT",55733
"3087","HHEX",3087
"84439","HHIPL1",84439
"79802","HHIPL2",79802
"64399","HHIP",64399
"10086","HHLA1",10086
"11148","HHLA2",11148
"11147","HHLA3",11147
"64645","HIAT1",64645
"84641","HIATL1",84641
"84278","HIATL2",84278
"11112","HIBADH",11112
"26275","HIBCH",26275
"3090","HIC1",3090
"23119","HIC2",23119
"55662","HIF1AN",55662
"3091","HIF1A",3091
"64344","HIF3A",64344
"25994","HIGD1A",25994
"51751","HIGD1B",51751
"613227","HIGD1C",613227
"192286","HIGD2A",192286
"123346","HIGD2B",123346
"373861","HILS1",373861
"25988","HINFP",25988
"3094","HINT1",3094
"84681","HINT2",84681
"135114","HINT3",135114
"9026","HIP1R",9026
"3092","HIP1",3092
"204851","HIPK1",204851
"28996","HIPK2",28996
"10114","HIPK3",10114
"147746","HIPK4",147746
"7290","HIRA",7290
"8479","HIRIP3",8479
"3024","HIST1H1A",3024
"3009","HIST1H1B",3009
"3006","HIST1H1C",3006
"3007","HIST1H1D",3007
"3008","HIST1H1E",3008
"3010","HIST1H1T",3010
"221613","HIST1H2AA",221613
"8335","HIST1H2AB",8335
"8334","HIST1H2AC",8334
"3013","HIST1H2AD",3013
"3012","HIST1H2AE",3012
"8969","HIST1H2AG",8969
"85235","HIST1H2AH",85235
"8331","HIST1H2AJ",8331
"8330","HIST1H2AK",8330
"8332","HIST1H2AL",8332
"8336","HIST1H2AM",8336
"255626","HIST1H2BA",255626
"3018","HIST1H2BB",3018
"8347","HIST1H2BC",8347
"3017","HIST1H2BD",3017
"8344","HIST1H2BE",8344
"8343","HIST1H2BF",8343
"8339","HIST1H2BG",8339
"8345","HIST1H2BH",8345
"8346","HIST1H2BI",8346
"8970","HIST1H2BJ",8970
"85236","HIST1H2BK",85236
"8340","HIST1H2BL",8340
"8342","HIST1H2BM",8342
"8341","HIST1H2BN",8341
"8348","HIST1H2BO",8348
"8350","HIST1H3A",8350
"8358","HIST1H3B",8358
"8352","HIST1H3C",8352
"8351","HIST1H3D",8351
"8353","HIST1H3E",8353
"8968","HIST1H3F",8968
"8355","HIST1H3G",8355
"8357","HIST1H3H",8357
"8354","HIST1H3I",8354
"8356","HIST1H3J",8356
"8359","HIST1H4A",8359
"8366","HIST1H4B",8366
"8364","HIST1H4C",8364
"8360","HIST1H4D",8360
"8367","HIST1H4E",8367
"8361","HIST1H4F",8361
"8369","HIST1H4G",8369
"8365","HIST1H4H",8365
"8294","HIST1H4I",8294
"8363","HIST1H4J",8363
"8362","HIST1H4K",8362
"8368","HIST1H4L",8368
"8337","HIST2H2AA3",8337
"317772","HIST2H2AB",317772
"8338","HIST2H2AC",8338
"337875","HIST2H2BA",337875
"8349","HIST2H2BE",8349
"440689","HIST2H2BF",440689
"126961","HIST2H3C",126961
"653604","HIST2H3D",653604
"8370","HIST2H4A",8370
"92815","HIST3H2A",92815
"128312","HIST3H2BB",128312
"8290","HIST3H3",8290
"121504","HIST4H4",121504
"3096","HIVEP1",3096
"3097","HIVEP2",3097
"59269","HIVEP3",59269
"55355","HJURP",55355
"3098","HK1",3098
"3099","HK2",3099
"3101","HK3",3101
"80201","HKDC1",80201
"284459","HKR1",284459
"3105","HLA-A",3105
"3106","HLA-B",3106
"3107","HLA-C",3107
"3108","HLA-DMA",3108
"3109","HLA-DMB",3109
"3111","HLA-DOA",3111
"3112","HLA-DOB",3112
"3113","HLA-DPA1",3113
"3115","HLA-DPB1",3115
"3116","HLA-DPB2",3116
"3117","HLA-DQA1",3117
"3118","HLA-DQA2",3118
"3119","HLA-DQB1",3119
"3120","HLA-DQB2",3120
"3122","HLA-DRA",3122
"3123","HLA-DRB1",3123
"3127","HLA-DRB5",3127
"3128","HLA-DRB6",3128
"3133","HLA-E",3133
"3134","HLA-F",3134
"3135","HLA-G",3135
"3136","HLA-H",3136
"3137","HLA-J",3137
"3139","HLA-L",3139
"3141","HLCS",3141
"3131","HLF",3131
"6596","HLTF",6596
"3142","HLX",3142
"81502","HM13",81502
"79618","HMBOX1",79618
"3145","HMBS",3145
"83872","HMCN1",83872
"10363","HMG20A",10363
"10362","HMG20B",10362
"3159","HMGA1",3159
"8091","HMGA2",8091
"3146","HMGB1",3146
"3148","HMGB2",3148
"128872","HMGB3L1",128872
"3149","HMGB3",3149
"127540","HMGB4",127540
"54511","HMGCLL1",54511
"3155","HMGCL",3155
"3156","HMGCR",3156
"3157","HMGCS1",3157
"3158","HMGCS2",3158
"3150","HMGN1",3150
"3151","HMGN2",3151
"9324","HMGN3",9324
"10473","HMGN4",10473
"79366","HMGN5",79366
"22993","HMGXB3",22993
"10042","HMGXB4",10042
"23526","HMHA1",23526
"57824","HMHB1",57824
"3161","HMMR",3161
"3162","HMOX1",3162
"3163","HMOX2",3163
"51617","HMP19",51617
"284293","HMSD",284293
"3166","HMX1",3166
"3167","HMX2",3167
"340784","HMX3",340784
"90861","HN1L",90861
"51155","HN1",51155
"6927","HNF1A",6927
"6928","HNF1B",6928
"3172","HNF4A",3172
"3174","HNF4G",3174
"3176","HNMT",3176
"10949","HNRNPA0",10949
"144983","HNRNPA1L2",144983
"3178","HNRNPA1",3178
"3181","HNRNPA2B1",3181
"10151","HNRNPA3P1",10151
"220988","HNRNPA3",220988
"3182","HNRNPAB",3182
"343069","HNRNPCL1",343069
"3183","HNRNPC",3183
"3184","HNRNPD",3184
"3185","HNRNPF",3185
"3187","HNRNPH1",3187
"3188","HNRNPH2",3188
"3189","HNRNPH3",3189
"3190","HNRNPK",3190
"3191","HNRNPL",3191
"4670","HNRNPM",4670
"10236","HNRNPR",10236
"11100","HNRNPUL1",11100
"221092","HNRNPUL2",221092
"3192","HNRNPU",3192
"9987","HNRPDL",9987
"92906","HNRPLL",92906
"9456","HOMER1",9456
"9455","HOMER2",9455
"9454","HOMER3",9454
"57594","HOMEZ",57594
"51361","HOOK1",51361
"29911","HOOK2",29911
"84376","HOOK3",84376
"84525","HOPX",84525
"84072","HORMAD1",84072
"150280","HORMAD2",150280
"100124700","HOTAIR",100124700
"3206","HOXA10",3206
"221883","HOXA11AS",221883
"3207","HOXA11",3207
"3209","HOXA13",3209
"3198","HOXA1",3198
"3199","HOXA2",3199
"3200","HOXA3",3200
"3201","HOXA4",3201
"3202","HOXA5",3202
"3203","HOXA6",3203
"3204","HOXA7",3204
"3205","HOXA9",3205
"10481","HOXB13",10481
"3211","HOXB1",3211
"3212","HOXB2",3212
"3213","HOXB3",3213
"3214","HOXB4",3214
"3215","HOXB5",3215
"3216","HOXB6",3216
"3217","HOXB7",3217
"3218","HOXB8",3218
"3219","HOXB9",3219
"3226","HOXC10",3226
"3227","HOXC11",3227
"3228","HOXC12",3228
"3229","HOXC13",3229
"3221","HOXC4",3221
"3222","HOXC5",3222
"3223","HOXC6",3223
"3224","HOXC8",3224
"3225","HOXC9",3225
"3236","HOXD10",3236
"3237","HOXD11",3237
"3238","HOXD12",3238
"3239","HOXD13",3239
"3231","HOXD1",3231
"3232","HOXD3",3232
"3233","HOXD4",3233
"3234","HOXD8",3234
"3235","HOXD9",3235
"50809","HP1BP3",50809
"3241","HPCAL1",3241
"51440","HPCAL4",51440
"3208","HPCA",3208
"84842","HPDL",84842
"3242","HPD",3242
"27306","HPGDS",27306
"3248","HPGD",3248
"3249","HPN",3249
"3251","HPRT1",3251
"3250","HPR",3250
"3257","HPS1",3257
"84343","HPS3",84343
"89781","HPS4",89781
"11234","HPS5",11234
"79803","HPS6",79803
"60495","HPSE2",60495
"10855","HPSE",10855
"3262","HPVC1",3262
"3263","HPX",3263
"93668","HPYR1",93668
"3240","HP",3240
"54979","HRASLS2",54979
"117245","HRASLS5",117245
"57110","HRASLS",57110
"3265","HRAS",3265
"646962","HRCT1",646962
"3270","HRC",3270
"3273","HRG",3273
"3269","HRH1",3269
"3274","HRH2",3274
"11255","HRH3",11255
"59340","HRH4",59340
"8739","HRK",8739
"146713","HRNBP3",146713
"388697","HRNR",388697
"10247","HRSP12",10247
"55806","HR",55806
"64342","HS1BP3",64342
"9653","HS2ST1",9653
"9957","HS3ST1",9957
"9956","HS3ST2",9956
"9955","HS3ST3A1",9955
"9953","HS3ST3B1",9953
"9951","HS3ST4",9951
"222537","HS3ST5",222537
"64711","HS3ST6",64711
"9394","HS6ST1",9394
"90161","HS6ST2",90161
"266722","HS6ST3",266722
"440498","HSBP1L1",440498
"3281","HSBP1",3281
"150274","HSCB",150274
"374875","HSD11B1L",374875
"3290","HSD11B1",3290
"3291","HSD11B2",3291
"3028","HSD17B10",3028
"51170","HSD17B11",51170
"51144","HSD17B12",51144
"345275","HSD17B13",345275
"51171","HSD17B14",51171
"3292","HSD17B1",3292
"3294","HSD17B2",3294
"3293","HSD17B3",3293
"3295","HSD17B4",3295
"8630","HSD17B6",8630
"158160","HSD17B7P2",158160
"51478","HSD17B7",51478
"7923","HSD17B8",7923
"3283","HSD3B1",3283
"3284","HSD3B2",3284
"80270","HSD3B7",80270
"83693","HSDL1",83693
"84263","HSDL2",84263
"3297","HSF1",3297
"11077","HSF2BP",11077
"3298","HSF2",3298
"3299","HSF4",3299
"124535","HSF5",124535
"51402","HSFX1",51402
"100130086","HSFX2",100130086
"159119","HSFY2",159119
"27437","HSFYL1",27437
"84941","HSH2D",84941
